transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,device_id,ip_address,is_fraud
TXN-0000090,2026-03-01T10:07:30,ACC-00147,ACC-00185,1699.85,CRYPTO,device-0118,103.95.85.65,0
TXN-0000091,2026-03-01T10:08:15,ACC-00572,ACC-00481,2595.42,CARD,device-0057,103.76.28.132,0
TXN-0000092,2026-03-01T10:09:00,ACC-00305,ACC-00407,7383.14,UPI,device-0100,103.78.34.146,0
TXN-0000093,2026-03-01T10:09:45,ACC-00332,ACC-00045,569.93,CARD,device-0022,103.104.112.128,0
TXN-0000094,2026-03-01T10:10:30,ACC-00373,ACC-00434,2757.53,NET_BANKING,device-0107,103.130.190.110,0
TXN-0000095,2026-03-01T10:11:15,ACC-00082,ACC-00397,2983.41,UPI,device-0077,103.103.109.121,0
TXN-0000096,2026-03-01T10:12:00,ACC-00327,ACC-00584,416.45,NET_BANKING,device-0017,103.136.8.152,0
TXN-0000097,2026-03-01T10:12:45,ACC-00599,ACC-00254,1645.22,NET_BANKING,device-0055,103.111.133.177,0
TXN-0000098,2026-03-01T10:13:30,ACC-00582,ACC-00591,1874.73,UPI,device-0031,103.102.106.114,0
TXN-0000099,2026-03-01T10:14:15,ACC-00368,ACC-00325,352.61,NET_BANKING,device-0020,103.24.72.168,0
TXN-0000100,2026-03-01T10:15:00,ACC-00004,ACC-00357,937.1,CARD,device-0058,103.96.88.72,0
TXN-0000101,2026-03-01T10:15:45,ACC-00326,ACC-00575,5418.77,CRYPTO,device-0064,103.69.7.83,0
TXN-0000102,2026-03-01T10:16:30,ACC-00086,ACC-00582,4135.79,CRYPTO,device-0014,103.111.133.177,0
TXN-0000103,2026-03-01T10:17:15,ACC-00073,ACC-00305,935.03,NET_BANKING,device-0091,103.59.177.13,0
TXN-0000104,2026-03-01T10:18:00,ACC-00130,ACC-00419,3385.24,NET_BANKING,device-0041,103.104.112.128,0
TXN-0000105,2026-03-01T10:18:45,ACC-00561,ACC-00396,6721.08,CARD,device-0099,103.51.153.157,0
TXN-0000106,2026-03-01T10:19:30,ACC-00195,ACC-00098,1860.11,CRYPTO,device-0018,103.12.36.84,0
TXN-0000107,2026-03-01T10:20:15,ACC-00585,ACC-00460,6202.45,CARD,device-0015,103.103.109.121,0
TXN-0000108,2026-03-01T10:21:00,ACC-00593,ACC-00585,3560.4,CARD,device-0097,103.86.58.2,0
TXN-0000109,2026-03-01T10:21:45,ACC-00299,ACC-00407,1855.61,CRYPTO,device-0000,103.101.103.107,0
TXN-0000110,2026-03-01T10:22:30,ACC-00264,ACC-00074,1010.17,CARD,device-0106,103.124.172.68,0
TXN-0000111,2026-03-01T10:23:15,ACC-00398,ACC-00298,679.19,NET_BANKING,device-0004,103.97.91.79,0
TXN-0000112,2026-03-01T10:24:00,ACC-00059,ACC-00283,231.84,NET_BANKING,device-0103,103.61.183.27,0
TXN-0000113,2026-03-01T10:24:45,ACC-00184,ACC-00197,7243.49,CARD,device-0001,103.42.126.94,0
TXN-0000114,2026-03-01T10:25:30,ACC-00461,ACC-00488,1053.44,NET_BANKING,device-0013,103.55.165.185,0
TXN-0000115,2026-03-01T10:26:15,ACC-00623,ACC-00427,2687.86,CARD,device-0097,103.118.154.26,0
TXN-0000116,2026-03-01T10:27:00,ACC-00416,ACC-00624,243.93,UPI,device-0083,103.19.57.133,0
TXN-0000117,2026-03-01T10:27:45,ACC-00406,ACC-00425,252.86,CRYPTO,device-0107,103.4.12.28,0
TXN-0000118,2026-03-01T10:28:30,ACC-00283,ACC-00089,1000.12,CRYPTO,device-0097,103.114.142.198,0
TXN-0000119,2026-03-01T10:29:15,ACC-00123,ACC-00180,9914.79,NET_BANKING,device-0113,103.5.15.35,0
TXN-0000120,2026-03-01T10:30:00,ACC-00512,ACC-00378,624.46,CRYPTO,device-0100,103.136.8.152,0
TXN-0000121,2026-03-01T10:30:45,ACC-00149,ACC-00153,3694.12,UPI,device-0083,103.113.139.191,0
TXN-0000122,2026-03-01T10:31:30,ACC-00075,ACC-00482,5170.38,CRYPTO,device-0087,103.116.148.12,0
TXN-0000123,2026-03-01T10:32:15,ACC-00523,ACC-00285,411.98,UPI,device-0014,103.17.51.119,0
TXN-0000124,2026-03-01T10:33:00,ACC-00337,ACC-00465,1371.17,NET_BANKING,device-0078,103.12.36.84,0
TXN-0000125,2026-03-01T10:33:45,ACC-00531,ACC-00508,828.91,NET_BANKING,device-0006,103.27.81.189,0
TXN-0000126,2026-03-01T10:34:30,ACC-00062,ACC-00443,3911.35,NET_BANKING,device-0122,103.106.118.142,0
TXN-0000127,2026-03-01T10:35:15,ACC-00382,ACC-00043,436.23,NET_BANKING,device-0000,103.6.18.42,0
TXN-0000128,2026-03-01T10:36:00,ACC-00286,ACC-00443,10882.56,CARD,device-0021,103.52.156.164,0
TXN-0000129,2026-03-01T10:36:45,ACC-00057,ACC-00369,3677.78,CARD,device-0067,103.111.133.177,0
TXN-0000130,2026-03-01T10:37:30,ACC-00545,ACC-00357,8669.15,CARD,device-0018,103.35.105.45,0
TXN-0000131,2026-03-01T10:38:15,ACC-00591,ACC-00261,1209.61,NET_BANKING,device-0067,103.99.97.93,0
TXN-0000132,2026-03-01T10:39:00,ACC-00276,ACC-00587,1514.63,UPI,device-0018,103.65.195.55,0
TXN-0000133,2026-03-01T10:39:45,ACC-00317,ACC-00571,1321.56,CARD,device-0016,103.16.48.112,0
TXN-0000134,2026-03-01T10:40:30,ACC-00592,ACC-00173,263.68,UPI,device-0038,103.87.61.9,0
TXN-0000135,2026-03-01T10:41:15,ACC-00267,ACC-00250,2751.41,NET_BANKING,device-0121,103.58.174.6,0
TXN-0000136,2026-03-01T10:42:00,ACC-00525,ACC-00136,2926.15,CRYPTO,device-0073,103.85.55.195,0
TXN-0000137,2026-03-01T10:42:45,ACC-00198,ACC-00186,334.23,CARD,device-0059,103.67.1.69,0
TXN-0000138,2026-03-01T10:43:30,ACC-00059,ACC-00357,392.15,CARD,device-0070,103.83.49.181,0
TXN-0000139,2026-03-01T10:44:15,ACC-00438,ACC-00366,4049.41,NET_BANKING,device-0077,103.44.132.108,0
TXN-0000140,2026-03-01T10:45:00,ACC-00214,ACC-00343,8024.33,UPI,device-0053,103.75.25.125,0
TXN-0000141,2026-03-01T10:45:45,ACC-00391,ACC-00601,3383.09,NET_BANKING,device-0101,103.104.112.128,0
TXN-0000142,2026-03-01T10:46:30,ACC-00080,ACC-00575,671.28,CRYPTO,device-0062,103.104.112.128,0
TXN-0000143,2026-03-01T10:47:15,ACC-00325,ACC-00153,10561.3,CARD,device-0064,103.118.154.26,0
TXN-0000144,2026-03-01T10:48:00,ACC-00034,ACC-00045,691.09,CRYPTO,device-0105,103.116.148.12,0
TXN-0000145,2026-03-01T10:48:45,ACC-00034,ACC-00353,690.62,CARD,device-0060,103.24.72.168,0
TXN-0000146,2026-03-01T10:49:30,ACC-00041,ACC-00464,1729.77,CRYPTO,device-0001,103.62.186.34,0
TXN-0000147,2026-03-01T10:50:15,ACC-00516,ACC-00259,10339.91,CARD,device-0088,103.21.63.147,0
TXN-0000148,2026-03-01T10:51:00,ACC-00317,ACC-00228,1540.4,NET_BANKING,device-0119,103.10.30.70,0
TXN-0000149,2026-03-01T10:51:45,ACC-00622,ACC-00265,6871.63,CARD,device-0096,103.97.91.79,0
TXN-0000150,2026-03-01T10:52:30,ACC-00470,ACC-00242,3058.25,CRYPTO,device-0080,103.47.141.129,0
TXN-0000151,2026-03-01T10:53:15,ACC-00006,ACC-00472,1133.3,NET_BANKING,device-0058,103.23.69.161,0
TXN-0000152,2026-03-01T10:54:00,ACC-00261,ACC-00522,1255.54,CRYPTO,device-0123,103.136.8.152,0
TXN-0000153,2026-03-01T10:54:45,ACC-00347,ACC-00501,1690.63,CRYPTO,device-0081,103.20.60.140,0
TXN-0000154,2026-03-01T10:55:30,ACC-00526,ACC-00245,1602.36,CARD,device-0010,103.118.154.26,0
TXN-0000155,2026-03-01T10:56:15,ACC-00472,ACC-00299,3139.54,CARD,device-0114,103.21.63.147,0
TXN-0000156,2026-03-01T10:57:00,ACC-00152,ACC-00566,2680.0,CRYPTO,device-0005,103.89.67.23,0
TXN-0000157,2026-03-01T10:57:45,ACC-00145,ACC-00121,2576.67,CARD,device-0124,103.83.49.181,0
TXN-0000158,2026-03-01T10:58:30,ACC-00008,ACC-00052,3438.0,CARD,device-0030,103.119.157.33,0
TXN-0000159,2026-03-01T10:59:15,ACC-00527,ACC-00347,2194.72,NET_BANKING,device-0050,103.95.85.65,0
TXN-0000160,2026-03-01T11:00:00,ACC-00383,ACC-00036,1682.25,NET_BANKING,device-0045,103.105.115.135,0
TXN-0000161,2026-03-01T11:00:45,ACC-00337,ACC-00582,1667.0,CRYPTO,device-0041,103.68.4.76,0
TXN-0000162,2026-03-01T11:01:30,ACC-00430,ACC-00532,4000.81,CARD,device-0063,103.61.183.27,0
TXN-0000163,2026-03-01T11:02:15,ACC-00568,ACC-00075,3462.71,CRYPTO,device-0048,103.48.144.136,0
TXN-0000164,2026-03-01T11:03:00,ACC-00013,ACC-00249,560.59,CRYPTO,device-0114,103.89.67.23,0
TXN-0000165,2026-03-01T11:03:45,ACC-00394,ACC-00005,1295.17,CARD,device-0039,103.27.81.189,0
TXN-0000166,2026-03-01T11:04:30,ACC-00379,ACC-00579,333.96,NET_BANKING,device-0056,103.59.177.13,0
TXN-0000167,2026-03-01T11:05:15,ACC-00192,ACC-00354,1444.36,UPI,device-0051,103.39.117.73,0
TXN-0000168,2026-03-01T11:06:00,ACC-00328,ACC-00396,4314.64,NET_BANKING,device-0122,103.113.139.191,0
TXN-0000169,2026-03-01T11:06:45,ACC-00387,ACC-00615,3842.04,CRYPTO,device-0081,103.128.184.96,0
TXN-0000170,2026-03-01T11:07:30,ACC-00177,ACC-00602,5006.27,NET_BANKING,device-0097,103.65.195.55,0
TXN-0000171,2026-03-01T11:08:15,ACC-00541,ACC-00316,480.12,NET_BANKING,device-0101,103.62.186.34,0
TXN-0000172,2026-03-01T11:09:00,ACC-00600,ACC-00408,2357.22,CARD,device-0121,103.15.45.105,0
TXN-0000173,2026-03-01T11:09:45,ACC-00615,ACC-00513,2185.1,NET_BANKING,device-0121,103.106.118.142,0
TXN-0000174,2026-03-01T11:10:30,ACC-00002,ACC-00077,2042.72,CARD,device-0005,103.72.16.104,0
TXN-0000175,2026-03-01T11:11:15,ACC-00485,ACC-00546,2804.33,CRYPTO,device-0107,103.66.198.62,0
TXN-0000176,2026-03-01T11:12:00,ACC-00151,ACC-00257,4073.02,UPI,device-0099,103.92.76.44,0
TXN-0000177,2026-03-01T11:12:45,ACC-00053,ACC-00337,6125.72,CRYPTO,device-0033,103.131.193.117,0
TXN-0000178,2026-03-01T11:13:30,ACC-00148,ACC-00023,6257.74,UPI,device-0046,103.135.5.145,0
TXN-0000179,2026-03-01T11:14:15,ACC-00030,ACC-00582,391.07,NET_BANKING,device-0095,103.101.103.107,0
TXN-0000180,2026-03-01T11:15:00,ACC-00005,ACC-00540,4138.89,NET_BANKING,device-0092,103.55.165.185,0
TXN-0000181,2026-03-01T11:15:45,ACC-00500,ACC-00063,207.82,NET_BANKING,device-0029,103.121.163.47,0
TXN-0000182,2026-03-01T11:16:30,ACC-00594,ACC-00321,231.25,CARD,device-0084,103.75.25.125,0
TXN-0000183,2026-03-01T11:17:15,ACC-00018,ACC-00437,6700.33,CRYPTO,device-0076,103.95.85.65,0
TXN-0000184,2026-03-01T11:18:00,ACC-00259,ACC-00532,615.52,NET_BANKING,device-0043,103.110.130.170,0
TXN-0000185,2026-03-01T11:18:45,ACC-00533,ACC-00443,1861.26,NET_BANKING,device-0056,103.56.168.192,0
TXN-0000186,2026-03-01T11:19:30,ACC-00343,ACC-00554,1808.47,CRYPTO,device-0023,103.96.88.72,0
TXN-0000187,2026-03-01T11:20:15,ACC-00053,ACC-00281,289.62,NET_BANKING,device-0053,103.114.142.198,0
TXN-0000188,2026-03-01T11:21:00,ACC-00333,ACC-00085,2534.9,UPI,device-0071,103.26.78.182,0
TXN-0000189,2026-03-01T11:21:45,ACC-00623,ACC-00459,4624.84,NET_BANKING,device-0007,103.55.165.185,0
TXN-0000190,2026-03-01T11:22:30,ACC-00137,ACC-00310,1826.05,CARD,device-0016,103.14.42.98,0
TXN-0000191,2026-03-01T11:23:15,ACC-00228,ACC-00219,1093.84,UPI,device-0069,103.2.6.14,0
TXN-0000192,2026-03-01T11:24:00,ACC-00601,ACC-00396,1043.18,CRYPTO,device-0042,103.63.189.41,0
TXN-0000193,2026-03-01T11:24:45,ACC-00262,ACC-00601,4086.64,CRYPTO,device-0062,103.76.28.132,0
TXN-0000194,2026-03-01T11:25:30,ACC-00216,ACC-00560,3105.2,CARD,device-0029,103.79.37.153,0
TXN-0000195,2026-03-01T11:26:15,ACC-00203,ACC-00191,7458.33,NET_BANKING,device-0122,103.105.115.135,0
TXN-0000196,2026-03-01T11:27:00,ACC-00387,ACC-00408,1713.32,UPI,device-0037,103.121.163.47,0
TXN-0000197,2026-03-01T11:27:45,ACC-00150,ACC-00110,1086.55,UPI,device-0043,103.124.172.68,0
TXN-0000198,2026-03-01T11:28:30,ACC-00037,ACC-00350,452.37,CARD,device-0098,103.83.49.181,0
TXN-0000199,2026-03-01T11:29:15,ACC-00489,ACC-00538,639.72,CARD,device-0118,103.141.23.187,0
TXN-0000200,2026-03-01T11:30:00,ACC-00159,ACC-00509,1417.33,NET_BANKING,device-0112,103.37.111.59,0
TXN-0000201,2026-03-01T11:30:45,ACC-00492,ACC-00106,1993.19,NET_BANKING,device-0039,103.14.42.98,0
TXN-0000202,2026-03-01T11:31:30,ACC-00199,ACC-00597,4322.07,CRYPTO,device-0064,103.132.196.124,0
TXN-0000203,2026-03-01T11:32:15,ACC-00270,ACC-00586,252.27,CRYPTO,device-0092,103.14.42.98,0
TXN-0000204,2026-03-01T11:33:00,ACC-00032,ACC-00153,465.45,NET_BANKING,device-0008,103.139.17.173,0
TXN-0000205,2026-03-01T11:33:45,ACC-00284,ACC-00493,1202.71,CARD,device-0005,103.7.21.49,0
TXN-0000206,2026-03-01T11:34:30,ACC-00397,ACC-00240,1323.87,CRYPTO,device-0007,103.127.181.89,0
TXN-0000207,2026-03-01T11:35:15,ACC-00436,ACC-00610,1402.63,CARD,device-0061,103.55.165.185,0
TXN-0000208,2026-03-01T11:36:00,ACC-00094,ACC-00001,689.77,CARD,device-0014,103.58.174.6,0
TXN-0000209,2026-03-01T11:36:45,ACC-00539,ACC-00069,204.34,NET_BANKING,device-0034,103.69.7.83,0
TXN-0000210,2026-03-01T11:37:30,ACC-00256,ACC-00269,946.44,NET_BANKING,device-0097,103.66.198.62,0
TXN-0000211,2026-03-01T11:38:15,ACC-00525,ACC-00143,1668.26,CARD,device-0074,103.34.102.38,0
TXN-0000212,2026-03-01T11:39:00,ACC-00539,ACC-00427,5997.88,CARD,device-0028,103.105.115.135,0
TXN-0000213,2026-03-01T11:39:45,ACC-00206,ACC-00301,1199.1,UPI,device-0061,103.65.195.55,0
TXN-0000214,2026-03-01T11:40:30,ACC-00119,ACC-00094,1927.82,NET_BANKING,device-0005,103.45.135.115,0
TXN-0000215,2026-03-01T11:41:15,ACC-00086,ACC-00056,4123.82,UPI,device-0116,103.26.78.182,0
TXN-0000216,2026-03-01T11:42:00,ACC-00095,ACC-00069,479.11,NET_BANKING,device-0077,103.67.1.69,0
TXN-0000217,2026-03-01T11:42:45,ACC-00151,ACC-00144,4970.21,NET_BANKING,device-0085,103.120.160.40,0
TXN-0000218,2026-03-01T11:43:30,ACC-00175,ACC-00533,224.49,NET_BANKING,device-0077,103.65.195.55,0
TXN-0000219,2026-03-01T11:44:15,ACC-00101,ACC-00621,10486.04,CRYPTO,device-0036,103.36.108.52,0
TXN-0000220,2026-03-01T11:45:00,ACC-00605,ACC-00377,5380.52,CRYPTO,device-0123,103.11.33.77,0
TXN-0000221,2026-03-01T11:45:45,ACC-00225,ACC-00092,5217.0,CARD,device-0068,103.113.139.191,0
TXN-0000222,2026-03-01T11:46:30,ACC-00185,ACC-00135,2727.44,NET_BANKING,device-0051,103.90.70.30,0
TXN-0000223,2026-03-01T11:47:15,ACC-00198,ACC-00538,751.39,UPI,device-0091,103.49.147.143,0
TXN-0000224,2026-03-01T11:48:00,ACC-00438,ACC-00103,245.71,NET_BANKING,device-0090,103.120.160.40,0
TXN-0000225,2026-03-01T11:48:45,ACC-00442,ACC-00516,6210.29,CARD,device-0015,103.126.178.82,0
TXN-0000226,2026-03-01T11:49:30,ACC-00147,ACC-00078,3073.07,CRYPTO,device-0017,103.95.85.65,0
TXN-0000227,2026-03-01T11:50:15,ACC-00433,ACC-00496,643.03,NET_BANKING,device-0015,103.140.20.180,0
TXN-0000228,2026-03-01T11:51:00,ACC-00577,ACC-00010,214.92,NET_BANKING,device-0124,103.82.46.174,0
